Nom;Code analyse N;id_taxo;distance;org;RT;leg;div;Pcont;Ncont;DM
74C;74_C_R BN;Bra_napus;15;Fine roots;38;Leg+;Div1;2.33649514313411;2.158;756.4
2307B;2307_B_R BN;Bra_napus;15;Taproot;10;Leg-;Div1;2.06184111314159;1.7724;245.9
2250B;2250_B_R BN;Bra_napus;15;Taproot;21;Leg-;Div2;2.16853362863499;2.038;78.8
282B;282_B_R BN;Bra_napus;15;Taproot;36;Leg+;Div3;2.34217116992606;2.7144;252.5
2286B;2286_B_R BN;Bra_napus;15;Taproot;39;Leg+;Div2;2.56310284348632;2.7487;137.5
1048C;1048_C_R BN;Bra_napus;15;Fine roots;23;Leg-;Div0;2.27026838458972;2.0644;286.7
2260B;2260_B_R BN;Bra_napus;15;Fine roots;26;Leg-;Div3;2.36436702451279;2.02655;197.2
1054C;1054_C_R BN;Bra_napus;15;Fine roots;29;Leg-;Div2;2.78677323017639;1.7519;348.5
1058C;1058_C_R BN;Bra_napus;15;Fine roots;33;Leg+;Div0;2.42364270412747;2.3207;278.4
2289B;2289_B_R BN;Bra_napus;15;Fine roots;41;Leg-;Div1;2.12099595498418;1.9528;330.9
1045C;1045_C_R BN;Bra_napus;15;Fine roots;21;Leg-;Div2;2.50721156547372;1.8637;415.7
2332B;2332_B_R BN;Bra_napus;15;Fine roots;13;Leg+;Div2;2.17322079521464;1.8926;314.6
1063C;1063_C_R BN;Bra_napus;15;Fine roots;36;Leg+;Div3;2.50610852187251;2.3395;770.9
1066C;1066_C_R BN;Bra_napus;15;Fine roots;39;Leg+;Div2;2.71047786189268;2.3537;425.3
2309B;2309_B_R BN;Bra_napus;15;Taproot;11;Leg+;Div0;2.57244330039389;1.7406;73.8
2237A;2237_A_R BN;Bra_napus;15;Taproot;7;Leg-;Div2;0.154338585434174;1.2782;28.6
2282B;2282_B_R BN;Bra_napus;15;Taproot;37;Leg+;Div0;2.21802878450231;2.7544;108.9
2295B;2295_B_R BN;Bra_napus;15;Taproot;1;Leg-;Div0;2.36708879828623;1.7899;298.5
2255B;2255_B_R BN;Bra_napus;15;Fine roots;24;Leg-;Div1;2.64340600572255;2.0278;146.3
67C;67_C_R BN;Bra_napus;15;Fine roots;27;Leg-;Div0;2.88312616147016;1.9426;800
2269B;2269_B_R BN;Bra_napus;15;Fine roots;30;Leg-;Div3;2.32599299354307;2.0887;554.2
1060C;1060_C_R BN;Bra_napus;15;Fine roots;34;Leg+;Div1;2.88163254371676;2.2367;338.3
2291B;2291_B_R BN;Bra_napus;15;Fine roots;42;Leg+;Div2;2.62402051070273;2.3347;217.8
2308B;2308_B_R BN;Bra_napus;15;Fine roots;11;Leg+;Div0;2.52637131289763;1.9731;140.5
1047C;1047_C_R BN;Bra_napus;15;Fine roots;22;Leg-;Div3;2.94360931103865;2.266;392.4
1064C;1064_C_R BN;Bra_napus;15;Fine roots;37;Leg+;Div0;2.53645926792281;2.1722;355.4
88C;88_C_R BN;Bra_napus;15;Fine roots;40;Leg+;Div3;2.50846248922104;1.9336;650.1
2326B;2326_B_R BN;Bra_napus;15;Taproot;20;Leg+;Div1;3.48725789107718;2.1178;84.9
2280B;2280_B_R BN;Bra_napus;15;Taproot;35;Leg+;Div2;2.34807428571429;2.4146;164.1
2284B;2284_B_R BN;Bra_napus;15;Taproot;38;Leg+;Div1;2.04903512060134;2.4237;305.1
2229A;2229_A_R BN;Bra_napus;15;Taproot;2;Leg-;Div1;3.20493416322727;1.8316;39.5
2331B;2331_B_R BN;Bra_napus;15;Taproot;13;Leg+;Div2;2.41812560595058;1.5036;134.4
2316B;2316_B_R BN;Bra_napus;15;Taproot;16;Leg+;Div1;2.38967142562166;1.6923;267.9
289B;289_B_R BN;Bra_napus;15;Taproot;22;Leg-;Div3;2.98117692444656;2.7467;150
2258B;2258_B_R BN;Bra_napus;15;Taproot;25;Leg-;Div2;2.43916527737856;1.634;164.7
2266B;2266_B_R BN;Bra_napus;15;Taproot;28;Leg-;Div1;2.67094584242376;2.3233;140.4
2272B;2272_B_R BN;Bra_napus;15;Taproot;31;Leg+;Div2;3.09750540282854;2.3124;99.2
2277B;2277_B_R BN;Bra_napus;15;Taproot;34;Leg+;Div1;2.74571904466928;2.1973;104.9
2292B;2292_B_R BN;Bra_napus;15;Taproot;42;Leg+;Div2;2.63647935279426;3.3051;78.8
2212A;2212_A_LM BN;Bra_napus;15;Limb;5;Leg-;Div0;2.05077507408986;1.4335;81.5
2229B;2229_B_LM BN;Bra_napus;15;Limb;16;Leg+;Div1;1.39220974644742;1.4872;396.3
2314B;2314_B_R BN;Bra_napus;15;Taproot;14;Leg+;Div3;3.08639869950739;1.7421;102.6
2248A;2248_A_R BN;Bra_napus;15;Taproot;18;Leg+;Div3;0.191171023752622;1.7408;37
2252B;2252_B_R BN;Bra_napus;15;Taproot;23;Leg-;Div0;2.65995596118345;2.63435;94.7
2261B;2261_B_R BN;Bra_napus;15;Taproot;26;Leg-;Div3;3.20756703769415;2.7112;67.1
643A;643_A_R BN;Bra_napus;15;Taproot;29;Leg-;Div2;2.46767679636467;2.5908;86
2273B;2273_B_R BN;Bra_napus;15;Taproot;32;Leg-;Div3;2.69266490592914;2.3252;95.8
1067C;1067_C_R BN;Bra_napus;15;Taproot;40;Leg+;Div3;2.40552247351847;2.4134;274.5
2214B;2214_B_LM BN;Bra_napus;15;Limb;1;Leg-;Div0;1.71995402298851;1.9401;306.5
2209A;2209_A_LM BN;Bra_napus;15;Limb;3;Leg-;Div2;1.5360055270936;2.34485;99.6
2232B;2232_B_LM BN;Bra_napus;15;Limb;18;Leg+;Div3;1.56231327679991;1.6834;173.9
2315B;2315_B_R BN;Bra_napus;15;Taproot;15;Leg+;Div0;2.43690468667203;1.5902;111.2
2323B;2323_B_R BN;Bra_napus;15;Taproot;19;Leg+;Div0;2.03143143752799;1.8667;165.1
2256B;2256_B_R BN;Bra_napus;15;Taproot;24;Leg-;Div1;1.97462068965517;2.0423;54
2263B;2263_B_R BN;Bra_napus;15;Taproot;27;Leg-;Div0;2.92396592938591;2.1507;253.5
2270B;2270_B_R BN;Bra_napus;15;Taproot;30;Leg-;Div3;2.37964978325123;2.3925;199.1
2275B;2275_B_R BN;Bra_napus;15;Taproot;33;Leg+;Div0;2.21111920392509;2.3379;129.7
2290B;2290_B_R BN;Bra_napus;15;Taproot;41;Leg-;Div1;1.96276157831337;2.7096;110.9
2211A;2211_A_LM BN;Bra_napus;15;Limb;4;Leg-;Div3;3.03258132995094;1.3508;66.5
2215B;2215_B_LM BN;Bra_napus;15;Limb;2;Leg-;Div1;1.30840190489433;2.3901;172.4
2228B;2228_B_LM BN;Bra_napus;15;Limb;15;Leg+;Div0;1.93725098522167;1.8147;198.8
2234B;2234_B_LM BN;Bra_napus;15;Limb;19;Leg+;Div0;1.48324268502582;1.7399;361.4
2219B;2219_B_LM BN;Bra_napus;15;Limb;7;Leg-;Div2;1.25307554671968;0.8156;189.5
2222B;2222_B_LM BN;Bra_napus;15;Limb;11;Leg+;Div0;1.41094723148223;2.2576;130.7
114B;114_B_LM BN;Bra_napus;15;Limb;35;Leg+;Div2;1.47817221428571;3.5431;350.6
78B;78_B_LM BN;Bra_napus;15;Limb;39;Leg+;Div2;1.32083167338792;2.7955;189.4
476A;476_A_LM BN;Bra_napus;15;Limb;24;Leg-;Div1;1.38498848396501;1.6307;61.1
132B;132_B_LM BN;Bra_napus;15;Limb;27;Leg-;Div0;1.30787283673469;2.0528;316.6
126B;126_B_LM BN;Bra_napus;15;Limb;30;Leg-;Div3;1.58485666707159;2.759;169.8
154B;154_B_LM BN;Bra_napus;15;Limb;33;Leg+;Div0;1.39257478597801;3.3105;261.8
149B;149_B_LM BN;Bra_napus;15;Limb;42;Leg+;Div2;0.442861047997728;3.7002;159.8
2187A;2187_A_T BN;Bra_napus;15;Stem;7;Leg-;Div2;2.22541508026135;1.0914;70.2
43B;43_B_T BN;Bra_napus;15;Stem;37;Leg+;Div0;1.8698042309108;2.6577;97.8
2236B;2236_B_LM BN;Bra_napus;15;Limb;20;Leg+;Div1;1.54087593554456;1.6672;197.4
2226B;2226_B_LM BN;Bra_napus;15;Limb;14;Leg+;Div3;1.47261565989121;1.6814;253.7
2216A;2216_A_LM BN;Bra_napus;15;Limb;12;Leg+;Div1;1.32335755463603;1.1793;49.8
74B;74_B_LM BN;Bra_napus;15;Limb;37;Leg+;Div0;1.23193682413204;2.451;256.9
93B;93_B_LM BN;Bra_napus;15;Limb;40;Leg+;Div3;1.11907609945387;1.5831;320.6
102B;102_B_LM BN;Bra_napus;15;Limb;25;Leg-;Div2;1.19017222697462;2.8384;125.2
155B;155_B_LM BN;Bra_napus;15;Limb;28;Leg-;Div1;1.75158413784676;3.0814;278.9
157B;157_B_LM BN;Bra_napus;15;Limb;31;Leg+;Div2;2.05908916375315;4.459;232.9
134B;134_B_LM BN;Bra_napus;15;Limb;34;Leg+;Div1;1.4450536122449;2.104;186.8
472A;472_A_LM BN;Bra_napus;15;Limb;21;Leg-;Div2;1.61764021921394;2.3307;121.3
56B;56_B_T BN;Bra_napus;15;Stem;35;Leg+;Div2;1.95350587351876;2.9247;166.2
2178A;2178_A_T BN;Bra_napus;15;Stem;2;Leg-;Div1;1.724980351069;1.9854;76.4
2225B;2225_B_LM BN;Bra_napus;15;Limb;13;Leg+;Div2;1.02274848564924;1.2274;244.7
2214A;2214_A_LM BN;Bra_napus;15;Limb;10;Leg-;Div1;1.39169229907532;1.9489;286.7
70B;70_B_LM BN;Bra_napus;15;Limb;36;Leg+;Div3;1.315;3.0752;423.1
379A;379_A_LM BN;Bra_napus;15;Limb;26;Leg-;Div3;1.67830653556969;2.7287;85.4
147B;147_B_LM BN;Bra_napus;15;Limb;29;Leg-;Div2;1.42442893951168;2.6671;189.9
136B;136_B_LM BN;Bra_napus;15;Limb;32;Leg+;Div3;1.62716782326613;2.5303;222.3
140B;140_B_LM BN;Bra_napus;15;Limb;41;Leg-;Div1;1.54804701601756;3.8829;195.4
79B;79_B_LM BN;Bra_napus;15;Limb;22;Leg-;Div3;1.48319258407588;2.2199;107.4
53B;53_B_T BN;Bra_napus;15;Stem;36;Leg+;Div3;2.15268087093992;3.1138;229.3
2180A;2180_A_T BN;Bra_napus;15;Stem;3;Leg-;Div2;2.08847111726046;1.8456;65.3
19B;19_B_T BN;Bra_napus;15;Stem;38;Leg+;Div1;1.75719470740103;2.8215;157.5
